stop_name,sr_number,category,complaint_description,created_date,age_days,age_years,age_band
Guadalupe/W. 21st Street,SR23000443,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/W. 21st Street,2023-06-11,1036,2.8383561643835615,2–3 years
Guadalupe/W. 21st Street,SR23000425,Missing Benches,No benches at Guadalupe/W. 21st Street bus stop,2023-07-19,998,2.734246575342466,2–3 years
Guadalupe/W. 21st Street,SR23000491,Missing Benches,No benches at Guadalupe/W. 21st Street bus stop,2023-07-20,997,2.7315068493150685,2–3 years
Guadalupe/W. 21st Street,SR23000418,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2023-08-08,978,2.6794520547945204,2–3 years
Guadalupe/W. 21st Street,SR23000450,Weather Exposure,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,2023-08-09,977,2.6767123287671235,2–3 years
Guadalupe/W. 21st Street,SR23000419,Weather Exposure,Riders getting wet at Guadalupe/W. 21st Street during rain,2023-08-10,976,2.673972602739726,2–3 years
Guadalupe/W. 21st Street,SR23000514,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2023-08-13,973,2.665753424657534,2–3 years
Guadalupe/W. 21st Street,SR23000435,Missing Shelter,No weather protection at Guadalupe/W. 21st Street transit stop,2023-08-15,971,2.66027397260274,2–3 years
Guadalupe/W. 21st Street,SR23000462,Missing Benches,Request bench installation at Guadalupe/W. 21st Street,2023-08-22,964,2.6410958904109587,2–3 years
Guadalupe/W. 21st Street,SR23000422,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2023-08-31,955,2.6164383561643834,2–3 years
Guadalupe/W. 21st Street,SR23000488,Missing Benches,Request bench installation at Guadalupe/W. 21st Street,2023-09-04,951,2.6054794520547944,2–3 years
Guadalupe/W. 21st Street,SR23000487,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/W. 21st Street,2023-09-23,932,2.5534246575342467,2–3 years
Guadalupe/W. 21st Street,SR23000478,Missing Benches,Missing seating at Guadalupe/W. 21st Street transit stop,2023-10-07,918,2.515068493150685,2–3 years
Guadalupe/W. 21st Street,SR23000483,Missing Benches,Request bench installation at Guadalupe/W. 21st Street,2023-10-09,916,2.5095890410958903,2–3 years
Guadalupe/W. 21st Street,SR23000508,Weather Exposure,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,2023-11-11,883,2.419178082191781,2–3 years
Guadalupe/W. 21st Street,SR23000463,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2023-12-02,862,2.361643835616438,2–3 years
Guadalupe/W. 21st Street,SR23000453,Missing Shelter,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,2023-12-04,860,2.356164383561644,2–3 years
Guadalupe/W. 21st Street,SR23000504,Missing Shelter,Request shelter installation at Guadalupe/W. 21st Street,2023-12-06,858,2.350684931506849,2–3 years
Guadalupe/W. 21st Street,SR23000468,Missing Benches,No benches at Guadalupe/W. 21st Street bus stop,2023-12-13,851,2.331506849315069,2–3 years
Guadalupe/W. 21st Street,SR23000489,Missing Shelter,Transit stop Guadalupe/W. 21st Street needs weather shelter,2023-12-31,833,2.282191780821918,2–3 years
Guadalupe/W. 21st Street,SR23000499,Missing Shelter,Request shelter installation at Guadalupe/W. 21st Street,2024-01-19,814,2.23013698630137,2–3 years
Guadalupe/W. 21st Street,SR23000470,Missing Shelter,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,2024-02-12,790,2.164383561643836,2–3 years
Guadalupe/W. 21st Street,SR23000479,Weather Exposure,Riders getting wet at Guadalupe/W. 21st Street during rain,2024-02-14,788,2.158904109589041,2–3 years
Guadalupe/W. 21st Street,SR23000518,Missing Shelter,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,2024-02-27,775,2.1232876712328768,2–3 years
Guadalupe/W. 21st Street,SR23000446,Weather Exposure,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,2024-03-09,764,2.0931506849315067,2–3 years
Guadalupe/W. 21st Street,SR23000467,Missing Benches,No benches at Guadalupe/W. 21st Street bus stop,2024-04-18,724,1.9835616438356165,1–2 years
Guadalupe/W. 21st Street,SR23000417,Safety (Lighting),Transit stop Guadalupe/W. 21st Street needs better lighting,2024-04-26,716,1.9616438356164383,1–2 years
Guadalupe/W. 21st Street,SR23000452,Weather Exposure,Riders getting wet at Guadalupe/W. 21st Street during rain,2024-05-23,689,1.887671232876712,1–2 years
Guadalupe/W. 21st Street,SR23000476,Missing Shelter,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,2024-06-28,653,1.789041095890411,1–2 years
Guadalupe/W. 21st Street,SR23000469,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/W. 21st Street,2024-07-09,642,1.7589041095890412,1–2 years
Guadalupe/W. 21st Street,SR23000494,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2024-07-10,641,1.7561643835616438,1–2 years
Guadalupe/W. 21st Street,SR23000440,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2024-07-14,637,1.7452054794520548,1–2 years
Guadalupe/W. 21st Street,SR23000501,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/W. 21st Street,2024-07-22,629,1.7232876712328766,1–2 years
Guadalupe/W. 21st Street,SR23000430,Weather Exposure,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,2024-08-11,609,1.6684931506849314,1–2 years
Guadalupe/W. 21st Street,SR23000442,Missing Shelter,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,2024-08-16,604,1.6547945205479453,1–2 years
Guadalupe/W. 21st Street,SR23000484,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2024-08-29,591,1.6191780821917807,1–2 years
Guadalupe/W. 21st Street,SR23000426,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2024-09-09,580,1.5890410958904109,1–2 years
Guadalupe/W. 21st Street,SR23000493,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2024-09-16,573,1.5698630136986302,1–2 years
Guadalupe/W. 21st Street,SR23000445,Safety (Lighting),Transit stop Guadalupe/W. 21st Street needs better lighting,2024-11-03,525,1.4383561643835616,1–2 years
Guadalupe/W. 21st Street,SR23000436,Missing Shelter,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,2024-12-04,494,1.3534246575342466,1–2 years
Guadalupe/W. 21st Street,SR23000444,Missing Shelter,No weather protection at Guadalupe/W. 21st Street transit stop,2024-12-04,494,1.3534246575342466,1–2 years
Guadalupe/W. 21st Street,SR23000461,Safety Concerns,Request safety improvements at Guadalupe/W. 21st Street stop,2024-12-06,492,1.347945205479452,1–2 years
Guadalupe/W. 21st Street,SR23000427,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2024-12-23,475,1.3013698630136987,1–2 years
Guadalupe/W. 21st Street,SR23000477,Safety (Lighting),Transit stop Guadalupe/W. 21st Street needs better lighting,2025-01-01,466,1.2767123287671234,1–2 years
Guadalupe/W. 21st Street,SR23000523,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/W. 21st Street,2025-01-14,453,1.2410958904109588,1–2 years
Guadalupe/W. 21st Street,SR23000424,Missing Benches,Missing seating at Guadalupe/W. 21st Street transit stop,2025-01-18,449,1.2301369863013698,1–2 years
Guadalupe/W. 21st Street,SR23000515,Missing Shelter,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,2025-02-07,429,1.1753424657534246,1–2 years
Guadalupe/W. 21st Street,SR23000434,Missing Shelter,No weather protection at Guadalupe/W. 21st Street transit stop,2025-03-01,407,1.115068493150685,1–2 years
Guadalupe/W. 21st Street,SR23000474,Missing Benches,No benches at Guadalupe/W. 21st Street bus stop,2025-03-17,391,1.0712328767123287,1–2 years
Guadalupe/W. 21st Street,SR23000421,Missing Shelter,Request shelter installation at Guadalupe/W. 21st Street,2025-03-19,389,1.0657534246575342,1–2 years
Guadalupe/W. 21st Street,SR23000458,Missing Shelter,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,2025-03-19,389,1.0657534246575342,1–2 years
Guadalupe/W. 21st Street,SR23000490,Missing Shelter,No weather protection at Guadalupe/W. 21st Street transit stop,2025-03-22,386,1.0575342465753426,1–2 years
Guadalupe/W. 21st Street,SR23000497,Safety (Lighting),Safety concerns at Guadalupe/W. 21st Street bus stop after dark,2025-04-20,357,0.978082191780822,< 1 year
Guadalupe/W. 21st Street,SR23000447,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2025-04-26,351,0.9616438356164384,< 1 year
Guadalupe/W. 21st Street,SR23000516,Missing Shelter,Transit stop Guadalupe/W. 21st Street needs weather shelter,2025-04-29,348,0.9534246575342464,< 1 year
Guadalupe/W. 21st Street,SR23000449,Safety (Lighting),Safety concerns at Guadalupe/W. 21st Street bus stop after dark,2025-05-06,341,0.9342465753424658,< 1 year
Guadalupe/W. 21st Street,SR23000502,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2025-05-18,329,0.9013698630136986,< 1 year
Guadalupe/W. 21st Street,SR23000517,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2025-05-31,316,0.8657534246575342,< 1 year
Guadalupe/W. 21st Street,SR23000432,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/W. 21st Street,2025-06-14,302,0.8273972602739726,< 1 year
Guadalupe/W. 21st Street,SR23000509,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2025-06-18,298,0.8164383561643835,< 1 year
Guadalupe/W. 21st Street,SR23000485,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2025-07-09,277,0.7589041095890411,< 1 year
Guadalupe/W. 21st Street,SR23000457,Missing Shelter,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,2025-07-31,255,0.6986301369863014,< 1 year
Guadalupe/W. 21st Street,SR23000519,Missing Shelter,Transit stop Guadalupe/W. 21st Street needs weather shelter,2025-08-24,231,0.6328767123287671,< 1 year
Guadalupe/W. 21st Street,SR23000511,Sidewalk/ADA,Riders have nowhere to sit at Guadalupe/W. 21st Street,2025-08-29,226,0.6191780821917808,< 1 year
Guadalupe/W. 21st Street,SR23000512,Missing Shelter,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,2025-09-27,197,0.5397260273972603,< 1 year
Guadalupe/W. 21st Street,SR23000465,Safety Concerns,Request safety improvements at Guadalupe/W. 21st Street stop,2025-10-19,175,0.4794520547945205,< 1 year
Guadalupe/W. 21st Street,SR23000471,Missing Shelter,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,2025-10-22,172,0.4712328767123288,< 1 year
Guadalupe/W. 21st Street,SR23000473,Missing Shelter,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,2025-11-02,161,0.4410958904109589,< 1 year
Guadalupe/W. 21st Street,SR23000456,Weather Exposure,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,2025-11-12,151,0.4136986301369863,< 1 year
Guadalupe/W. 21st Street,SR23000481,Missing Shelter,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,2025-11-13,150,0.410958904109589,< 1 year
Guadalupe/W. 21st Street,SR23000451,Missing Shelter,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,2025-11-24,139,0.3808219178082191,< 1 year
Guadalupe/W. 21st Street,SR23000480,Weather Exposure,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,2025-12-14,119,0.3260273972602739,< 1 year
Guadalupe/W. 21st Street,SR23000500,Missing Shelter,Request shelter installation at Guadalupe/W. 21st Street,2025-12-15,118,0.3232876712328767,< 1 year
Guadalupe/W. 21st Street,SR23000433,Missing Shelter,No shelter at Guadalupe/W. 21st Street transit stop,2026-01-02,100,0.273972602739726,< 1 year
Guadalupe/W. 21st Street,SR23000441,Safety Concerns,Feeling unsafe waiting at Guadalupe/W. 21st Street,2026-01-13,89,0.2438356164383561,< 1 year
Guadalupe/W. 21st Street,SR23000431,Safety Concerns,Request safety improvements at Guadalupe/W. 21st Street stop,2026-02-06,65,0.1780821917808219,< 1 year
Guadalupe/W. 21st Street,SR23000526,Weather Exposure,Bus stop Guadalupe/W. 21st Street exposed to extreme heat/sun,2026-02-23,48,0.1315068493150684,< 1 year
Guadalupe/W. 21st Street,SR23000460,Safety Concerns,Feeling unsafe waiting at Guadalupe/W. 21st Street,2026-03-05,38,0.1041095890410958,< 1 year
Guadalupe/W. 21st Street,SR23000420,Missing Benches,Missing seating at Guadalupe/W. 21st Street transit stop,2026-03-08,35,0.0958904109589041,< 1 year
Guadalupe/W. 21st Street,SR23000459,Missing Shelter,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,2026-04-03,9,0.0246575342465753,< 1 year
Lavaca/4th,SR23000377,Missing Benches,Missing seating at Lavaca/4th transit stop,2023-01-02,1196,3.276712328767123,3+ years
Lavaca/4th,SR23000296,Other,Riders have nowhere to sit at Lavaca/4th,2023-01-08,1190,3.26027397260274,3+ years
Lavaca/4th,SR23000362,Missing Benches,Request bench installation at Lavaca/4th,2023-01-11,1187,3.252054794520548,3+ years
Lavaca/4th,SR23000291,Safety (Lighting),Safety concerns at Lavaca/4th bus stop after dark,2023-01-11,1187,3.252054794520548,3+ years
Lavaca/4th,SR23000395,Weather Exposure,Riders getting wet at Lavaca/4th during rain,2023-02-05,1162,3.1835616438356165,3+ years
Lavaca/4th,SR23000388,Safety Concerns,Request safety improvements at Lavaca/4th stop,2023-02-17,1150,3.1506849315068495,3+ years
Lavaca/4th,SR23000353,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2023-02-20,1147,3.1424657534246574,3+ years
Lavaca/4th,SR23000292,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2023-02-21,1146,3.1397260273972605,3+ years
Lavaca/4th,SR23000294,Missing Shelter,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,2023-02-28,1139,3.1205479452054794,3+ years
Lavaca/4th,SR23000364,Weather Exposure,Riders getting wet at Lavaca/4th during rain,2023-03-06,1133,3.1041095890410957,3+ years
Lavaca/4th,SR23000399,Missing Benches,No benches at Lavaca/4th bus stop,2023-04-18,1090,2.9863013698630136,2–3 years
Lavaca/4th,SR23000299,Missing Benches,No benches at Lavaca/4th bus stop,2023-05-03,1075,2.9452054794520546,2–3 years
Lavaca/4th,SR23000358,Missing Shelter,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,2023-05-08,1070,2.9315068493150687,2–3 years
Lavaca/4th,SR23000305,Missing Shelter,No weather protection at Lavaca/4th transit stop,2023-05-11,1067,2.9232876712328766,2–3 years
Lavaca/4th,SR23000393,Missing Shelter,No weather protection at Lavaca/4th transit stop,2023-05-15,1063,2.9123287671232876,2–3 years
Lavaca/4th,SR23000339,Missing Benches,No benches at Lavaca/4th bus stop,2023-05-18,1060,2.904109589041096,2–3 years
Lavaca/4th,SR23000309,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2023-05-19,1059,2.9013698630136986,2–3 years
Lavaca/4th,SR23000306,Weather Exposure,Riders getting wet at Lavaca/4th during rain,2023-05-31,1047,2.8684931506849316,2–3 years
Lavaca/4th,SR23000320,Missing Shelter,Request shelter installation at Lavaca/4th,2023-06-23,1024,2.8054794520547945,2–3 years
Lavaca/4th,SR23000374,Missing Shelter,No shelter at Lavaca/4th transit stop,2023-07-07,1010,2.767123287671233,2–3 years
Lavaca/4th,SR23000318,Missing Benches,No benches at Lavaca/4th bus stop,2023-07-24,993,2.7205479452054795,2–3 years
Lavaca/4th,SR23000340,Missing Shelter,No shelter at Lavaca/4th transit stop,2023-07-26,991,2.7150684931506848,2–3 years
Lavaca/4th,SR23000289,Weather Exposure,Riders getting wet at Lavaca/4th during rain,2023-07-26,991,2.7150684931506848,2–3 years
Lavaca/4th,SR23000386,Missing Benches,Request bench installation at Lavaca/4th,2023-07-29,988,2.706849315068493,2–3 years
Lavaca/4th,SR23000312,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2023-08-06,980,2.684931506849315,2–3 years
Lavaca/4th,SR23000387,Missing Benches,Missing seating at Lavaca/4th transit stop,2023-08-10,976,2.673972602739726,2–3 years
Lavaca/4th,SR23000284,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2023-08-20,966,2.6465753424657534,2–3 years
Lavaca/4th,SR23000379,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2023-08-27,959,2.627397260273973,2–3 years
Lavaca/4th,SR23000346,Missing Benches,No benches at Lavaca/4th bus stop,2023-10-29,896,2.4547945205479453,2–3 years
Lavaca/4th,SR23000286,Safety Concerns,Request safety improvements at Lavaca/4th stop,2023-11-15,879,2.408219178082192,2–3 years
Lavaca/4th,SR23000389,Missing Shelter,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,2023-11-29,865,2.3698630136986303,2–3 years
Lavaca/4th,SR23000382,Weather Exposure,Bus stop Lavaca/4th exposed to extreme heat/sun,2023-12-01,863,2.3643835616438356,2–3 years
Lavaca/4th,SR23000350,Other,Riders have nowhere to sit at Lavaca/4th,2023-12-08,856,2.345205479452055,2–3 years
Lavaca/4th,SR23000375,Other,Riders have nowhere to sit at Lavaca/4th,2023-12-10,854,2.33972602739726,2–3 years
Lavaca/4th,SR23000347,Missing Shelter,Request shelter installation at Lavaca/4th,2024-01-07,826,2.263013698630137,2–3 years
Lavaca/4th,SR23000331,Safety (Lighting),Safety concerns at Lavaca/4th bus stop after dark,2024-01-11,822,2.252054794520548,2–3 years
Lavaca/4th,SR23000341,Missing Shelter,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,2024-02-08,794,2.175342465753425,2–3 years
Lavaca/4th,SR23000383,Missing Shelter,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,2024-02-10,792,2.16986301369863,2–3 years
Lavaca/4th,SR23000373,Safety (Lighting),Safety concerns at Lavaca/4th bus stop after dark,2024-02-19,783,2.1452054794520548,2–3 years
Lavaca/4th,SR23000369,Weather Exposure,Bus stop Lavaca/4th exposed to extreme heat/sun,2024-02-24,778,2.1315068493150684,2–3 years
Lavaca/4th,SR23000280,Other,Riders have nowhere to sit at Lavaca/4th,2024-03-01,772,2.115068493150685,2–3 years
Lavaca/4th,SR23000281,Missing Shelter,No weather protection at Lavaca/4th transit stop,2024-03-13,760,2.0821917808219177,2–3 years
Lavaca/4th,SR23000410,Other,Riders have nowhere to sit at Lavaca/4th,2024-03-20,753,2.063013698630137,2–3 years
Lavaca/4th,SR23000345,Missing Benches,Request bench installation at Lavaca/4th,2024-04-02,740,2.0273972602739727,2–3 years
Lavaca/4th,SR23000384,Weather Exposure,Riders getting wet at Lavaca/4th during rain,2024-04-02,740,2.0273972602739727,2–3 years
Lavaca/4th,SR23000344,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2024-04-08,734,2.010958904109589,2–3 years
Lavaca/4th,SR23000321,Missing Shelter,No weather protection at Lavaca/4th transit stop,2024-04-10,732,2.0054794520547947,2–3 years
Lavaca/4th,SR23000333,Other,Riders have nowhere to sit at Lavaca/4th,2024-05-06,706,1.9342465753424656,1–2 years
Lavaca/4th,SR23000295,Missing Shelter,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,2024-05-08,704,1.9287671232876713,1–2 years
Lavaca/4th,SR23000396,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2024-05-11,701,1.9205479452054792,1–2 years
Lavaca/4th,SR23000300,Missing Benches,No benches at Lavaca/4th bus stop,2024-06-21,660,1.8082191780821917,1–2 years
Lavaca/4th,SR23000304,Missing Shelter,Request shelter installation at Lavaca/4th,2024-08-20,600,1.643835616438356,1–2 years
Lavaca/4th,SR23000316,Missing Shelter,No weather protection at Lavaca/4th transit stop,2024-09-17,572,1.5671232876712329,1–2 years
Lavaca/4th,SR23000359,Safety (Lighting),Safety concerns at Lavaca/4th bus stop after dark,2024-09-21,568,1.556164383561644,1–2 years
Lavaca/4th,SR23000283,Other,Riders have nowhere to sit at Lavaca/4th,2024-10-01,558,1.5287671232876712,1–2 years
Lavaca/4th,SR23000405,Safety (Lighting),Transit stop Lavaca/4th needs better lighting,2024-10-02,557,1.526027397260274,1–2 years
Lavaca/4th,SR23000343,Weather Exposure,Riders getting wet at Lavaca/4th during rain,2024-10-08,551,1.5095890410958903,1–2 years
Lavaca/4th,SR23000303,Missing Shelter,Request shelter installation at Lavaca/4th,2024-10-29,530,1.452054794520548,1–2 years
Lavaca/4th,SR23000330,Missing Shelter,Request shelter installation at Lavaca/4th,2024-11-04,524,1.4356164383561645,1–2 years
Lavaca/4th,SR23000385,Missing Shelter,No shelter at Lavaca/4th transit stop,2024-11-15,513,1.4054794520547946,1–2 years
Lavaca/4th,SR23000338,Missing Shelter,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,2024-11-27,501,1.3726027397260274,1–2 years
Lavaca/4th,SR23000336,Missing Shelter,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,2025-01-06,461,1.263013698630137,1–2 years
Lavaca/4th,SR23000368,Missing Shelter,No shelter at Lavaca/4th transit stop,2025-01-08,459,1.2575342465753423,1–2 years
Lavaca/4th,SR23000317,Missing Shelter,Transit stop Lavaca/4th needs weather shelter,2025-01-14,453,1.2410958904109588,1–2 years
Lavaca/4th,SR23000401,Missing Shelter,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,2025-02-15,421,1.1534246575342466,1–2 years
Lavaca/4th,SR23000348,Safety (Lighting),Safety concerns at Lavaca/4th bus stop after dark,2025-02-20,416,1.1397260273972605,1–2 years
Lavaca/4th,SR23000400,Missing Shelter,No shelter at Lavaca/4th transit stop,2025-03-19,389,1.0657534246575342,1–2 years
Lavaca/4th,SR23000293,Missing Benches,Missing seating at Lavaca/4th transit stop,2025-04-09,368,1.008219178082192,1–2 years
Lavaca/4th,SR23000328,Missing Shelter,No weather protection at Lavaca/4th transit stop,2025-04-12,365,1.0,1–2 years
Lavaca/4th,SR23000398,Missing Shelter,No shelter at Lavaca/4th transit stop,2025-05-11,336,0.9205479452054794,< 1 year
Lavaca/4th,SR23000411,Missing Benches,Missing seating at Lavaca/4th transit stop,2025-05-19,328,0.8986301369863013,< 1 year
Lavaca/4th,SR23000298,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2025-05-20,327,0.8958904109589041,< 1 year
Lavaca/4th,SR23000412,Missing Shelter,No shelter at Lavaca/4th transit stop,2025-05-23,324,0.8876712328767123,< 1 year
Lavaca/4th,SR23000297,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2025-05-27,320,0.8767123287671232,< 1 year
Lavaca/4th,SR23000407,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2025-05-29,318,0.8712328767123287,< 1 year
Lavaca/4th,SR23000313,Safety Concerns,Request safety improvements at Lavaca/4th stop,2025-06-01,315,0.863013698630137,< 1 year
Lavaca/4th,SR23000310,Weather Exposure,Bus stop Lavaca/4th exposed to extreme heat/sun,2025-06-19,297,0.8136986301369863,< 1 year
Lavaca/4th,SR23000302,Missing Shelter,No weather protection at Lavaca/4th transit stop,2025-06-22,294,0.8054794520547945,< 1 year
Lavaca/4th,SR23000329,Weather Exposure,Bus stop Lavaca/4th exposed to extreme heat/sun,2025-07-04,282,0.7726027397260274,< 1 year
Lavaca/4th,SR23000392,Missing Benches,No benches at Lavaca/4th bus stop,2025-07-11,275,0.7534246575342466,< 1 year
Lavaca/4th,SR23000394,Missing Shelter,Request shelter installation at Lavaca/4th,2025-07-16,270,0.7397260273972602,< 1 year
Lavaca/4th,SR23000380,Missing Shelter,No shelter at Lavaca/4th transit stop,2025-07-22,264,0.7232876712328767,< 1 year
Lavaca/4th,SR23000319,Missing Shelter,Request shelter installation at Lavaca/4th,2025-07-26,260,0.7123287671232876,< 1 year
Lavaca/4th,SR23000390,Weather Exposure,Riders getting wet at Lavaca/4th during rain,2025-07-29,257,0.7041095890410959,< 1 year
Lavaca/4th,SR23000403,Missing Shelter,Request shelter installation at Lavaca/4th,2025-08-05,250,0.684931506849315,< 1 year
Lavaca/4th,SR23000307,Missing Shelter,No shelter at Lavaca/4th transit stop,2025-08-12,243,0.6657534246575343,< 1 year
Lavaca/4th,SR23000322,Missing Shelter,No shelter at Lavaca/4th transit stop,2025-08-22,233,0.6383561643835617,< 1 year
Lavaca/4th,SR23000285,Missing Benches,No benches at Lavaca/4th bus stop,2025-09-03,221,0.6054794520547945,< 1 year
Lavaca/4th,SR23000332,Missing Benches,Missing seating at Lavaca/4th transit stop,2025-09-17,207,0.5671232876712329,< 1 year
Lavaca/4th,SR23000378,Missing Benches,Request bench installation at Lavaca/4th,2025-09-18,206,0.5643835616438356,< 1 year
Lavaca/4th,SR23000327,Missing Shelter,No weather protection at Lavaca/4th transit stop,2025-10-01,193,0.5287671232876713,< 1 year
Lavaca/4th,SR23000349,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2025-10-03,191,0.5232876712328767,< 1 year
Lavaca/4th,SR23000324,Missing Benches,No benches at Lavaca/4th bus stop,2025-10-09,185,0.5068493150684932,< 1 year
Lavaca/4th,SR23000402,Missing Shelter,No weather protection at Lavaca/4th transit stop,2025-10-11,183,0.5013698630136987,< 1 year
Lavaca/4th,SR23000376,Missing Shelter,No weather protection at Lavaca/4th transit stop,2025-11-04,159,0.4356164383561643,< 1 year
Lavaca/4th,SR23000365,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2025-11-28,135,0.3698630136986301,< 1 year
Lavaca/4th,SR23000282,Missing Shelter,No shelter at Lavaca/4th transit stop,2025-12-09,124,0.3397260273972602,< 1 year
Lavaca/4th,SR23000301,Missing Benches,No benches at Lavaca/4th bus stop,2025-12-22,111,0.3041095890410959,< 1 year
Lavaca/4th,SR23000357,Safety Concerns,Request safety improvements at Lavaca/4th stop,2025-12-22,111,0.3041095890410959,< 1 year
Lavaca/4th,SR23000314,Missing Shelter,Transit stop Lavaca/4th needs weather shelter,2025-12-23,110,0.3013698630136986,< 1 year
Lavaca/4th,SR23000391,Missing Benches,Request bench installation at Lavaca/4th,2025-12-29,104,0.284931506849315,< 1 year
Lavaca/4th,SR23000311,Missing Shelter,Transit stop Lavaca/4th needs shelter for rider protection,2026-01-09,93,0.2547945205479452,< 1 year
Lavaca/4th,SR23000323,Safety Concerns,Feeling unsafe waiting at Lavaca/4th,2026-01-17,85,0.2328767123287671,< 1 year
Lavaca/4th,SR23000335,Weather Exposure,Riders getting wet at Lavaca/4th during rain,2026-02-05,66,0.1808219178082191,< 1 year
Lavaca/4th,SR23000363,Missing Shelter,Request shelter installation at Lavaca/4th,2026-03-14,29,0.0794520547945205,< 1 year
Lavaca/4th,SR23000409,Weather Exposure,Riders getting wet at Lavaca/4th during rain,2026-04-08,4,0.010958904109589,< 1 year
North Lamar Transit Center,SR23001366,Weather Exposure,Bus stop North Lamar Transit Center exposed to extreme heat/sun,2023-01-30,1168,3.2,3+ years
North Lamar Transit Center,SR23001413,Missing Shelter,Bus stop at North Lamar Transit Center missing shelter - riders exposed to weather,2023-02-25,1142,3.128767123287671,3+ years
North Lamar Transit Center,SR23001383,Weather Exposure,Bus stop North Lamar Transit Center exposed to extreme heat/sun,2023-02-26,1141,3.126027397260274,3+ years
North Lamar Transit Center,SR23001381,Missing Benches,No benches at North Lamar Transit Center bus stop,2023-03-04,1135,3.1095890410958904,3+ years
North Lamar Transit Center,SR23001369,Missing Benches,No benches at North Lamar Transit Center bus stop,2023-03-09,1130,3.095890410958904,3+ years
North Lamar Transit Center,SR23001374,Other,Riders have nowhere to sit at North Lamar Transit Center,2023-04-05,1103,3.021917808219178,3+ years
