Rank,Stop Name,Category,Responsible Party,SR Number,Complaint Description,Status,Created Date,Close Date,Age Days,Age Years,Duplicate After Closed,Year
10,Republic Square Station (NB),Missing Benches,CapMetro,SR23001024,No benches at Republic Square Station (NB) bus stop,Open,2025-01-19,,448,1.2273972602739727,Yes,2025
10,Republic Square Station (NB),Missing Benches,CapMetro,SR23001029,Request bench installation at Republic Square Station (NB),Open,2025-02-23,,413,1.1315068493150684,Yes,2025
10,Republic Square Station (NB),Missing Benches,CapMetro,SR23001050,No benches at Republic Square Station (NB) bus stop,Open,2025-04-04,,373,1.021917808219178,Yes,2025
10,Republic Square Station (NB),Missing Benches,CapMetro,SR23001002,Missing seating at Republic Square Station (NB) transit stop,Closed,2025-04-05,2025-04-05,0,0.0,No,2025
10,Republic Square Station (NB),Missing Benches,CapMetro,SR23001022,Request bench installation at Republic Square Station (NB),Closed,2025-05-21,2025-05-21,0,0.0,No,2025
10,Republic Square Station (NB),Missing Benches,CapMetro,SR23001005,No benches at Republic Square Station (NB) bus stop,Open,2025-10-30,,164,0.44931506849315067,Yes,2025
10,Republic Square Station (NB),Missing Benches,CapMetro,SR23001051,Missing seating at Republic Square Station (NB) transit stop,Open,2026-02-14,,57,0.15616438356164383,Yes,2026
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001055,Transit stop Republic Square Station (NB) needs weather shelter,Open,2023-03-15,,1124,3.0794520547945203,No,2023
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23000997,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Open,2023-04-09,,1099,3.010958904109589,No,2023
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001041,Request shelter installation at Republic Square Station (NB),Closed,2023-04-09,2023-04-09,0,0.0,No,2023
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001017,No weather protection at Republic Square Station (NB) transit stop,Open,2023-04-29,,1079,2.956164383561644,Yes,2023
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001058,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Closed,2023-06-11,2023-06-11,0,0.0,No,2023
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001000,No shelter at Republic Square Station (NB) transit stop,Open,2023-08-09,,977,2.6767123287671235,Yes,2023
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23000990,No weather protection at Republic Square Station (NB) transit stop,Open,2023-11-19,,875,2.3972602739726026,Yes,2023
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001061,Transit stop Republic Square Station (NB) needs weather shelter,Open,2023-12-31,,833,2.282191780821918,Yes,2023
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23000986,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Open,2024-01-02,,831,2.276712328767123,Yes,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001060,No shelter at Republic Square Station (NB) transit stop,Open,2024-02-25,,777,2.128767123287671,Yes,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001001,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Open,2024-04-03,,739,2.0246575342465754,Yes,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23000999,Request shelter installation at Republic Square Station (NB),Open,2024-04-09,,733,2.0082191780821916,Yes,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001027,Transit stop Republic Square Station (NB) needs shelter for rider protection,Closed,2024-05-01,2024-05-01,0,0.0,No,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001040,No shelter at Republic Square Station (NB) transit stop,Closed,2024-05-27,2024-05-27,0,0.0,No,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001062,No shelter at Republic Square Station (NB) transit stop,Open,2024-06-11,,670,1.8356164383561644,Yes,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001016,No shelter at Republic Square Station (NB) transit stop,Closed,2024-06-14,2024-06-14,0,0.0,No,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23000987,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Open,2024-06-16,,665,1.821917808219178,Yes,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001044,Transit stop Republic Square Station (NB) needs weather shelter,Closed,2024-06-20,2024-06-20,0,0.0,No,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23000993,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Closed,2024-06-28,2024-06-28,0,0.0,No,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001014,Request shelter installation at Republic Square Station (NB),Open,2024-07-25,,626,1.715068493150685,Yes,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001020,No shelter at Republic Square Station (NB) transit stop,Open,2024-08-23,,597,1.6356164383561644,Yes,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001025,No shelter at Republic Square Station (NB) transit stop,Open,2024-09-19,,570,1.5616438356164384,Yes,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001031,Transit stop Republic Square Station (NB) needs shelter for rider protection,Open,2024-09-25,,564,1.5452054794520549,Yes,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001023,No weather protection at Republic Square Station (NB) transit stop,Open,2024-09-26,,563,1.5424657534246575,Yes,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001033,No shelter at Republic Square Station (NB) transit stop,Open,2024-10-05,,554,1.5178082191780822,Yes,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001026,Request shelter installation at Republic Square Station (NB),Open,2024-11-19,,509,1.3945205479452054,Yes,2024
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001049,Transit stop Republic Square Station (NB) needs shelter for rider protection,Open,2025-01-20,,447,1.2246575342465753,Yes,2025
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001045,No weather protection at Republic Square Station (NB) transit stop,Open,2025-04-20,,357,0.9780821917808219,Yes,2025
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23000996,Transit stop Republic Square Station (NB) needs shelter for rider protection,Open,2025-04-21,,356,0.9753424657534246,Yes,2025
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001052,No weather protection at Republic Square Station (NB) transit stop,Open,2025-05-13,,334,0.915068493150685,Yes,2025
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001035,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Closed,2025-06-30,2025-06-30,0,0.0,No,2025
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001028,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Open,2025-07-07,,279,0.7643835616438356,Yes,2025
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001015,No weather protection at Republic Square Station (NB) transit stop,Open,2025-07-24,,262,0.7178082191780822,Yes,2025
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001043,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Open,2025-07-26,,260,0.7123287671232876,Yes,2025
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23000991,Transit stop Republic Square Station (NB) needs shelter for rider protection,Open,2025-10-10,,184,0.5041095890410959,Yes,2025
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001021,Transit stop Republic Square Station (NB) needs shelter for rider protection,Closed,2025-12-22,2025-12-22,0,0.0,No,2025
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23000994,No shelter at Republic Square Station (NB) transit stop,Open,2025-12-26,,107,0.29315068493150687,Yes,2025
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001057,Request shelter installation at Republic Square Station (NB),Open,2026-01-13,,89,0.24383561643835616,Yes,2026
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001003,Request shelter installation at Republic Square Station (NB),Open,2026-02-05,,66,0.18082191780821918,Yes,2026
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001059,No shelter at Republic Square Station (NB) transit stop,Open,2026-03-14,,29,0.07945205479452055,Yes,2026
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001011,Transit stop Republic Square Station (NB) needs shelter for rider protection,Open,2026-03-26,,17,0.04657534246575343,Yes,2026
10,Republic Square Station (NB),Missing Shelter,CapMetro,SR23001032,Request shelter installation at Republic Square Station (NB),Open,2026-04-09,,3,0.00821917808219178,Yes,2026
10,Republic Square Station (NB),Other,TBD,SR23001039,Riders have nowhere to sit at Republic Square Station (NB),Open,2023-01-29,,1169,3.202739726027397,No,2023
10,Republic Square Station (NB),Other,TBD,SR23001053,Riders have nowhere to sit at Republic Square Station (NB),Open,2023-08-15,,971,2.66027397260274,No,2023
10,Republic Square Station (NB),Other,TBD,SR23001004,Riders have nowhere to sit at Republic Square Station (NB),Open,2024-08-16,,604,1.6547945205479453,No,2024
10,Republic Square Station (NB),Other,TBD,SR23001047,Riders have nowhere to sit at Republic Square Station (NB),Open,2025-07-21,,265,0.726027397260274,No,2025
10,Republic Square Station (NB),Other,TBD,SR23001037,Riders have nowhere to sit at Republic Square Station (NB),Open,2025-09-05,,219,0.6,No,2025
10,Republic Square Station (NB),Other,TBD,SR23001054,Riders have nowhere to sit at Republic Square Station (NB),Open,2025-11-24,,139,0.38082191780821917,No,2025
10,Republic Square Station (NB),Other,TBD,SR23001046,Riders have nowhere to sit at Republic Square Station (NB),Open,2026-03-24,,19,0.052054794520547946,No,2026
10,Republic Square Station (NB),Safety (Lighting),City of Austin,SR23000995,Transit stop Republic Square Station (NB) needs better lighting,Open,2023-05-23,,1055,2.8904109589041096,No,2023
10,Republic Square Station (NB),Safety (Lighting),City of Austin,SR23001063,Transit stop Republic Square Station (NB) needs better lighting,Open,2024-01-15,,818,2.241095890410959,No,2024
10,Republic Square Station (NB),Safety (Lighting),City of Austin,SR23001042,Transit stop Republic Square Station (NB) needs better lighting,Open,2024-08-09,,611,1.673972602739726,No,2024
10,Republic Square Station (NB),Safety (Lighting),City of Austin,SR23001010,Transit stop Republic Square Station (NB) needs better lighting,Closed,2024-10-31,2024-10-31,0,0.0,No,2024
10,Republic Square Station (NB),Safety Concerns,City of Austin / CapMetro,SR23000985,Request safety improvements at Republic Square Station (NB) stop,Open,2023-02-21,,1146,3.1397260273972605,No,2023
10,Republic Square Station (NB),Safety Concerns,City of Austin / CapMetro,SR23001008,Request safety improvements at Republic Square Station (NB) stop,Closed,2023-04-07,2023-04-07,0,0.0,No,2023
10,Republic Square Station (NB),Safety Concerns,City of Austin / CapMetro,SR23001036,Feeling unsafe waiting at Republic Square Station (NB),Open,2023-08-22,,964,2.6410958904109587,Yes,2023
10,Republic Square Station (NB),Safety Concerns,City of Austin / CapMetro,SR23001038,Request safety improvements at Republic Square Station (NB) stop,Open,2025-01-08,,459,1.2575342465753425,Yes,2025
10,Republic Square Station (NB),Safety Concerns,City of Austin / CapMetro,SR23001006,Request safety improvements at Republic Square Station (NB) stop,Closed,2025-11-12,2025-11-12,0,0.0,No,2025
10,Republic Square Station (NB),Weather Exposure,CapMetro,SR23001009,Riders getting wet at Republic Square Station (NB) during rain,Open,2023-08-18,,968,2.652054794520548,No,2023
10,Republic Square Station (NB),Weather Exposure,CapMetro,SR23001012,Riders getting wet at Republic Square Station (NB) during rain,Open,2024-05-08,,704,1.9287671232876713,No,2024
10,Republic Square Station (NB),Weather Exposure,CapMetro,SR23001064,Bus stop Republic Square Station (NB) exposed to extreme heat/sun,Open,2024-05-13,,699,1.915068493150685,No,2024
10,Republic Square Station (NB),Weather Exposure,CapMetro,SR23001018,Bus stop Republic Square Station (NB) exposed to extreme heat/sun,Open,2025-09-12,,212,0.5808219178082191,No,2025
10,Republic Square Station (NB),Weather Exposure,CapMetro,SR23001013,Bus stop Republic Square Station (NB) exposed to extreme heat/sun,Closed,2025-10-20,2025-10-20,0,0.0,No,2025
10,Republic Square Station (NB),Weather Exposure,CapMetro,SR23000992,Riders getting wet at Republic Square Station (NB) during rain,Open,2026-02-26,,45,0.1232876712328767,Yes,2026
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000610,Request bench installation at UT Dean Keeton Station (NB),Open,2023-01-19,,1179,3.23013698630137,No,2023
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000574,Request bench installation at UT Dean Keeton Station (NB),Closed,2023-02-14,2023-02-14,0,0.0,No,2023
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000580,Missing seating at UT Dean Keeton Station (NB) transit stop,Open,2023-04-18,,1090,2.9863013698630136,Yes,2023
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000583,Missing seating at UT Dean Keeton Station (NB) transit stop,Closed,2023-06-17,2023-06-17,0,0.0,No,2023
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000532,Request bench installation at UT Dean Keeton Station (NB),Closed,2023-07-09,2023-07-09,0,0.0,No,2023
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000599,No benches at UT Dean Keeton Station (NB) bus stop,Open,2023-10-01,,924,2.5315068493150683,Yes,2023
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000572,Request bench installation at UT Dean Keeton Station (NB),Open,2023-10-22,,903,2.473972602739726,Yes,2023
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000561,No benches at UT Dean Keeton Station (NB) bus stop,Open,2023-11-24,,870,2.3835616438356166,Yes,2023
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000596,Request bench installation at UT Dean Keeton Station (NB),Open,2023-12-02,,862,2.361643835616438,Yes,2023
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000604,No benches at UT Dean Keeton Station (NB) bus stop,Open,2024-04-11,,731,2.0027397260273974,Yes,2024
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000550,No benches at UT Dean Keeton Station (NB) bus stop,Open,2024-05-12,,700,1.917808219178082,Yes,2024
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000558,Request bench installation at UT Dean Keeton Station (NB),Open,2024-06-26,,655,1.7945205479452055,Yes,2024
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000590,No benches at UT Dean Keeton Station (NB) bus stop,Closed,2024-07-02,2024-07-02,0,0.0,No,2024
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000570,Missing seating at UT Dean Keeton Station (NB) transit stop,Open,2024-07-19,,632,1.7315068493150685,Yes,2024
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000534,No benches at UT Dean Keeton Station (NB) bus stop,Closed,2024-07-23,2024-07-23,0,0.0,No,2024
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000595,Missing seating at UT Dean Keeton Station (NB) transit stop,Closed,2024-08-07,2024-08-07,0,0.0,No,2024
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000603,Missing seating at UT Dean Keeton Station (NB) transit stop,Open,2024-10-23,,536,1.4684931506849315,Yes,2024
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000554,No benches at UT Dean Keeton Station (NB) bus stop,Open,2024-11-25,,503,1.378082191780822,Yes,2024
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000542,Missing seating at UT Dean Keeton Station (NB) transit stop,Open,2024-12-07,,491,1.3452054794520547,Yes,2024
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000544,Request bench installation at UT Dean Keeton Station (NB),Closed,2025-03-16,2025-03-16,0,0.0,No,2025
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000615,No benches at UT Dean Keeton Station (NB) bus stop,Open,2025-03-24,,384,1.0520547945205478,Yes,2025
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000598,Missing seating at UT Dean Keeton Station (NB) transit stop,Open,2025-06-06,,310,0.8493150684931506,Yes,2025
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000556,Missing seating at UT Dean Keeton Station (NB) transit stop,Open,2025-06-12,,304,0.8328767123287671,Yes,2025
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000623,Request bench installation at UT Dean Keeton Station (NB),Open,2025-07-03,,283,0.7753424657534247,Yes,2025
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000584,No benches at UT Dean Keeton Station (NB) bus stop,Open,2025-10-28,,166,0.4547945205479452,Yes,2025
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000591,No benches at UT Dean Keeton Station (NB) bus stop,Open,2025-11-27,,136,0.3726027397260274,Yes,2025
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000565,No benches at UT Dean Keeton Station (NB) bus stop,Open,2025-11-29,,134,0.36712328767123287,Yes,2025
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000592,Missing seating at UT Dean Keeton Station (NB) transit stop,Open,2025-12-23,,110,0.3013698630136986,Yes,2025
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000573,No benches at UT Dean Keeton Station (NB) bus stop,Open,2025-12-24,,109,0.29863013698630136,Yes,2025
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000589,No benches at UT Dean Keeton Station (NB) bus stop,Closed,2026-02-04,2026-02-04,0,0.0,No,2026
5,UT Dean Keeton Station (NB),Missing Benches,CapMetro,SR23000538,No benches at UT Dean Keeton Station (NB) bus stop,Closed,2026-02-22,2026-02-22,0,0.0,No,2026
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000618,No shelter at UT Dean Keeton Station (NB) transit stop,Open,2023-02-16,,1151,3.1534246575342464,No,2023
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000569,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Open,2023-04-17,,1091,2.989041095890411,No,2023
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000609,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Closed,2023-05-05,2023-05-05,0,0.0,No,2023
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000611,Request shelter installation at UT Dean Keeton Station (NB),Open,2023-06-20,,1027,2.813698630136986,Yes,2023
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000585,No shelter at UT Dean Keeton Station (NB) transit stop,Open,2023-07-02,,1015,2.780821917808219,Yes,2023
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000602,No weather protection at UT Dean Keeton Station (NB) transit stop,Open,2023-08-09,,977,2.6767123287671235,Yes,2023
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000607,Transit stop UT Dean Keeton Station (NB) needs weather shelter,Open,2023-09-12,,943,2.5835616438356164,Yes,2023
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000600,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Closed,2023-09-22,2023-09-22,0,0.0,No,2023
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000581,No shelter at UT Dean Keeton Station (NB) transit stop,Open,2023-09-30,,925,2.5342465753424657,Yes,2023
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000546,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Closed,2023-11-27,2023-11-27,0,0.0,No,2023
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000543,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Open,2023-12-13,,851,2.3315068493150686,Yes,2023
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000559,No weather protection at UT Dean Keeton Station (NB) transit stop,Closed,2024-02-01,2024-02-01,0,0.0,No,2024
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000527,Request shelter installation at UT Dean Keeton Station (NB),Open,2024-02-22,,780,2.136986301369863,Yes,2024
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000529,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Open,2024-02-22,,780,2.136986301369863,Yes,2024
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000531,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Closed,2024-03-05,2024-03-05,0,0.0,No,2024
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000614,Request shelter installation at UT Dean Keeton Station (NB),Open,2024-03-19,,754,2.0657534246575344,Yes,2024
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000593,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Open,2024-03-29,,744,2.0383561643835617,Yes,2024
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000577,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Open,2024-04-26,,716,1.9616438356164383,Yes,2024
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000588,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Open,2024-05-23,,689,1.8876712328767122,Yes,2024
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000547,Request shelter installation at UT Dean Keeton Station (NB),Closed,2024-08-04,2024-08-04,0,0.0,No,2024
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000528,No shelter at UT Dean Keeton Station (NB) transit stop,Open,2024-08-13,,607,1.663013698630137,Yes,2024
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000576,Request shelter installation at UT Dean Keeton Station (NB),Closed,2024-09-15,2024-09-15,0,0.0,No,2024
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000548,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Closed,2025-01-29,2025-01-29,0,0.0,No,2025
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000567,No shelter at UT Dean Keeton Station (NB) transit stop,Open,2025-02-19,,417,1.1424657534246576,Yes,2025
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000571,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Open,2025-03-26,,382,1.0465753424657533,Yes,2025
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000540,No shelter at UT Dean Keeton Station (NB) transit stop,Open,2025-06-16,,300,0.821917808219178,Yes,2025
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000605,No shelter at UT Dean Keeton Station (NB) transit stop,Closed,2025-06-27,2025-06-27,0,0.0,No,2025
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000555,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Open,2025-07-07,,279,0.7643835616438356,Yes,2025
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000541,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Open,2025-08-16,,239,0.6547945205479452,Yes,2025
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000545,Request shelter installation at UT Dean Keeton Station (NB),Open,2025-09-25,,199,0.5452054794520548,Yes,2025
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000582,No shelter at UT Dean Keeton Station (NB) transit stop,Open,2025-09-30,,194,0.5315068493150685,Yes,2025
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000560,Request shelter installation at UT Dean Keeton Station (NB),Open,2025-11-13,,150,0.410958904109589,Yes,2025
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000575,Transit stop UT Dean Keeton Station (NB) needs weather shelter,Closed,2025-12-03,2025-12-03,0,0.0,No,2025
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000586,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Open,2025-12-11,,122,0.33424657534246577,Yes,2025
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000537,No shelter at UT Dean Keeton Station (NB) transit stop,Open,2026-02-03,,68,0.1863013698630137,Yes,2026
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000622,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Closed,2026-02-08,2026-02-08,0,0.0,No,2026
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000597,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Open,2026-02-24,,47,0.12876712328767123,Yes,2026
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000566,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Open,2026-02-26,,45,0.1232876712328767,Yes,2026
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000624,No weather protection at UT Dean Keeton Station (NB) transit stop,Open,2026-03-04,,39,0.10684931506849316,Yes,2026
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000539,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Open,2026-03-08,,35,0.0958904109589041,Yes,2026
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000536,No shelter at UT Dean Keeton Station (NB) transit stop,Open,2026-03-13,,30,0.0821917808219178,Yes,2026
5,UT Dean Keeton Station (NB),Missing Shelter,CapMetro,SR23000535,Transit stop UT Dean Keeton Station (NB) needs weather shelter,Open,2026-04-03,,9,0.024657534246575342,Yes,2026
5,UT Dean Keeton Station (NB),Other,TBD,SR23000552,Riders have nowhere to sit at UT Dean Keeton Station (NB),Open,2023-01-22,,1176,3.221917808219178,No,2023
5,UT Dean Keeton Station (NB),Other,TBD,SR23000557,Riders have nowhere to sit at UT Dean Keeton Station (NB),Closed,2024-03-19,2024-03-19,0,0.0,No,2024
5,UT Dean Keeton Station (NB),Other,TBD,SR23000578,Riders have nowhere to sit at UT Dean Keeton Station (NB),Open,2024-11-30,,498,1.3643835616438356,Yes,2024
5,UT Dean Keeton Station (NB),Other,TBD,SR23000608,Riders have nowhere to sit at UT Dean Keeton Station (NB),Open,2025-02-26,,410,1.1232876712328768,Yes,2025
5,UT Dean Keeton Station (NB),Other,TBD,SR23000553,Riders have nowhere to sit at UT Dean Keeton Station (NB),Closed,2026-03-09,2026-03-09,0,0.0,No,2026
5,UT Dean Keeton Station (NB),Safety (Lighting),City of Austin,SR23000619,Safety concerns at UT Dean Keeton Station (NB) bus stop after dark,Closed,2023-03-11,2023-03-11,0,0.0,No,2023
5,UT Dean Keeton Station (NB),Safety (Lighting),City of Austin,SR23000606,Transit stop UT Dean Keeton Station (NB) needs better lighting,Closed,2023-04-27,2023-04-27,0,0.0,No,2023
5,UT Dean Keeton Station (NB),Safety (Lighting),City of Austin,SR23000613,Safety concerns at UT Dean Keeton Station (NB) bus stop after dark,Open,2023-06-27,,1020,2.7945205479452055,Yes,2023
5,UT Dean Keeton Station (NB),Safety (Lighting),City of Austin,SR23000621,Transit stop UT Dean Keeton Station (NB) needs better lighting,Open,2024-04-11,,731,2.0027397260273974,Yes,2024
5,UT Dean Keeton Station (NB),Safety (Lighting),City of Austin,SR23000616,Transit stop UT Dean Keeton Station (NB) needs better lighting,Open,2024-11-02,,526,1.441095890410959,Yes,2024
5,UT Dean Keeton Station (NB),Safety Concerns,City of Austin / CapMetro,SR23000533,Request safety improvements at UT Dean Keeton Station (NB) stop,Open,2023-03-22,,1117,3.0602739726027397,No,2023
5,UT Dean Keeton Station (NB),Safety Concerns,City of Austin / CapMetro,SR23000579,Feeling unsafe waiting at UT Dean Keeton Station (NB),Closed,2023-06-29,2023-06-29,0,0.0,No,2023
