Service Request (SR) Number,SR Description,Owning Department,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
SR23001090,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,05/23/2024 12:00:00 AM,05/23/2024 12:00:00 AM,05/23/2024 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001091,Safety concerns at Northcross Station (SB) bus stop after dark,Transportation,Phone,Open,04/28/2025 12:00:00 AM,04/28/2025 12:00:00 AM,04/28/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001092,Feeling unsafe waiting at Northcross Station (SB),Transportation,Phone,Closed,02/01/2024 12:00:00 AM,02/01/2024 12:00:00 AM,02/01/2024 12:00:00 AM,02/01/2024 12:00:00 AM,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001093,Bus stop Northcross Station (SB) exposed to extreme heat/sun,Transportation,Phone,Open,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001094,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,01/06/2025 12:00:00 AM,01/06/2025 12:00:00 AM,01/06/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001095,Riders getting wet at Northcross Station (SB) during rain,Transportation,Phone,Open,12/04/2025 12:00:00 AM,12/04/2025 12:00:00 AM,12/04/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001096,Request bench installation at Northcross Station (SB),Transportation,Phone,Open,05/23/2023 12:00:00 AM,05/23/2023 12:00:00 AM,05/23/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001097,Riders have nowhere to sit at Northcross Station (SB),Transportation,Phone,Open,12/31/2023 12:00:00 AM,12/31/2023 12:00:00 AM,12/31/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001098,Riders getting wet at Northcross Station (SB) during rain,Transportation,Phone,Closed,08/18/2025 12:00:00 AM,08/18/2025 12:00:00 AM,08/18/2025 12:00:00 AM,08/18/2025 12:00:00 AM,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001099,Riders have nowhere to sit at Northcross Station (SB),Transportation,Phone,Open,07/18/2025 12:00:00 AM,07/18/2025 12:00:00 AM,07/18/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001100,Bus stop Northcross Station (SB) exposed to extreme heat/sun,Transportation,Phone,Open,11/26/2023 12:00:00 AM,11/26/2023 12:00:00 AM,11/26/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001101,No weather protection at Northcross Station (SB) transit stop,Transportation,Phone,Open,09/29/2025 12:00:00 AM,09/29/2025 12:00:00 AM,09/29/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001102,Missing seating at Northcross Station (SB) transit stop,Transportation,Phone,Closed,11/04/2023 12:00:00 AM,11/04/2023 12:00:00 AM,11/04/2023 12:00:00 AM,11/04/2023 12:00:00 AM,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001103,Safety concerns at Northcross Station (SB) bus stop after dark,Transportation,Phone,Open,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001104,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,Transportation,Phone,Closed,12/09/2024 12:00:00 AM,12/09/2024 12:00:00 AM,12/09/2024 12:00:00 AM,12/09/2024 12:00:00 AM,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001105,No shelter at Northcross Station (SB) transit stop,Transportation,Phone,Open,06/30/2025 12:00:00 AM,06/30/2025 12:00:00 AM,06/30/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001106,Safety concerns at Northcross Station (SB) bus stop after dark,Transportation,Phone,Open,11/11/2025 12:00:00 AM,11/11/2025 12:00:00 AM,11/11/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001107,Missing seating at Northcross Station (SB) transit stop,Transportation,Phone,Open,09/06/2023 12:00:00 AM,09/06/2023 12:00:00 AM,09/06/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001108,No shelter at Northcross Station (SB) transit stop,Transportation,Phone,Open,01/08/2025 12:00:00 AM,01/08/2025 12:00:00 AM,01/08/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001109,Request shelter installation at Northcross Station (SB),Transportation,Phone,Open,02/23/2026 12:00:00 AM,02/23/2026 12:00:00 AM,02/23/2026 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001110,Riders have nowhere to sit at Northcross Station (SB),Transportation,Phone,Closed,07/31/2025 12:00:00 AM,07/31/2025 12:00:00 AM,07/31/2025 12:00:00 AM,07/31/2025 12:00:00 AM,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001111,Riders getting wet at Northcross Station (SB) during rain,Transportation,Phone,Open,11/26/2024 12:00:00 AM,11/26/2024 12:00:00 AM,11/26/2024 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001112,Request shelter installation at Northcross Station (SB),Transportation,Phone,Open,04/02/2024 12:00:00 AM,04/02/2024 12:00:00 AM,04/02/2024 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001113,Riders have nowhere to sit at Northcross Station (SB),Transportation,Phone,Closed,02/23/2026 12:00:00 AM,02/23/2026 12:00:00 AM,02/23/2026 12:00:00 AM,02/23/2026 12:00:00 AM,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001114,Riders have nowhere to sit at Northcross Station (SB),Transportation,Phone,Open,04/30/2025 12:00:00 AM,04/30/2025 12:00:00 AM,04/30/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001115,Request shelter installation at Northcross Station (SB),Transportation,Phone,Open,11/25/2023 12:00:00 AM,11/25/2023 12:00:00 AM,11/25/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001116,Transit stop Northcross Station (SB) needs shelter for rider protection,Transportation,Phone,Open,12/14/2023 12:00:00 AM,12/14/2023 12:00:00 AM,12/14/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001117,Request shelter installation at Northcross Station (SB),Transportation,Phone,Open,09/07/2025 12:00:00 AM,09/07/2025 12:00:00 AM,09/07/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001118,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,02/22/2023 12:00:00 AM,02/22/2023 12:00:00 AM,02/22/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001119,Riders getting wet at Northcross Station (SB) during rain,Transportation,Phone,Open,09/12/2024 12:00:00 AM,09/12/2024 12:00:00 AM,09/12/2024 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001120,Transit stop Northcross Station (SB) needs shelter for rider protection,Transportation,Phone,Closed,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,08/05/2024 12:00:00 AM,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001121,Transit stop Northcross Station (SB) needs better lighting,Transportation,Phone,Open,08/25/2025 12:00:00 AM,08/25/2025 12:00:00 AM,08/25/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001122,Missing seating at Northcross Station (SB) transit stop,Transportation,Phone,Open,10/05/2023 12:00:00 AM,10/05/2023 12:00:00 AM,10/05/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001123,Transit stop Northcross Station (SB) needs weather shelter,Transportation,Phone,Closed,06/22/2023 12:00:00 AM,06/22/2023 12:00:00 AM,06/22/2023 12:00:00 AM,06/22/2023 12:00:00 AM,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001124,Missing seating at Northcross Station (SB) transit stop,Transportation,Phone,Open,01/17/2023 12:00:00 AM,01/17/2023 12:00:00 AM,01/17/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001125,Missing seating at Northcross Station (SB) transit stop,Transportation,Phone,Closed,06/26/2025 12:00:00 AM,06/26/2025 12:00:00 AM,06/26/2025 12:00:00 AM,06/26/2025 12:00:00 AM,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001126,No weather protection at Northcross Station (SB) transit stop,Transportation,Phone,Open,05/22/2023 12:00:00 AM,05/22/2023 12:00:00 AM,05/22/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001127,No shelter at Northcross Station (SB) transit stop,Transportation,Phone,Closed,12/25/2024 12:00:00 AM,12/25/2024 12:00:00 AM,12/25/2024 12:00:00 AM,12/25/2024 12:00:00 AM,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001128,No weather protection at Northcross Station (SB) transit stop,Transportation,Phone,Open,10/31/2024 12:00:00 AM,10/31/2024 12:00:00 AM,10/31/2024 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001129,No benches at Northcross Station (SB) bus stop,Transportation,Phone,Open,04/23/2025 12:00:00 AM,04/23/2025 12:00:00 AM,04/23/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001130,No benches at Northcross Station (SB) bus stop,Transportation,Phone,Open,04/28/2025 12:00:00 AM,04/28/2025 12:00:00 AM,04/28/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001131,Missing seating at Northcross Station (SB) transit stop,Transportation,Phone,Open,12/30/2023 12:00:00 AM,12/30/2023 12:00:00 AM,12/30/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001132,Riders have nowhere to sit at Northcross Station (SB),Transportation,Phone,Open,04/13/2025 12:00:00 AM,04/13/2025 12:00:00 AM,04/13/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001133,No shelter at Northcross Station (SB) transit stop,Transportation,Phone,Open,07/21/2025 12:00:00 AM,07/21/2025 12:00:00 AM,07/21/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001134,Transit stop Northcross Station (SB) needs weather shelter,Transportation,Phone,Open,10/07/2025 12:00:00 AM,10/07/2025 12:00:00 AM,10/07/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001135,Missing seating at Northcross Station (SB) transit stop,Transportation,Phone,Open,01/01/2025 12:00:00 AM,01/01/2025 12:00:00 AM,01/01/2025 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001136,Transit stop Northcross Station (SB) needs shelter for rider protection,Transportation,Phone,Open,12/15/2024 12:00:00 AM,12/15/2024 12:00:00 AM,12/15/2024 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001137,Missing seating at Northcross Station (SB) transit stop,Transportation,Phone,Closed,07/15/2025 12:00:00 AM,07/15/2025 12:00:00 AM,07/15/2025 12:00:00 AM,07/15/2025 12:00:00 AM,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001138,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,08/26/2023 12:00:00 AM,08/26/2023 12:00:00 AM,08/26/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001139,Request bench installation at Northcross Station (SB),Transportation,Phone,Open,05/28/2023 12:00:00 AM,05/28/2023 12:00:00 AM,05/28/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001140,Transit stop Northcross Station (SB) needs weather shelter,Transportation,Phone,Open,09/02/2024 12:00:00 AM,09/02/2024 12:00:00 AM,09/02/2024 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001141,No shelter at Northcross Station (SB) transit stop,Transportation,Phone,Open,02/11/2023 12:00:00 AM,02/11/2023 12:00:00 AM,02/11/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001142,Transit stop Northcross Station (SB) needs shelter for rider protection,Transportation,Phone,Closed,03/18/2026 12:00:00 AM,03/18/2026 12:00:00 AM,03/18/2026 12:00:00 AM,03/18/2026 12:00:00 AM,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001143,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,12/13/2023 12:00:00 AM,12/13/2023 12:00:00 AM,12/13/2023 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001144,No shelter at Northcross Station (SB) transit stop,Transportation,Phone,Open,01/22/2024 12:00:00 AM,01/22/2024 12:00:00 AM,01/22/2024 12:00:00 AM,,"Northcross (SB), AUSTIN, TX",,Northcross (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001145,No benches at Bluebonnet Station (SB) bus stop,Transportation,Phone,Open,02/26/2025 12:00:00 AM,02/26/2025 12:00:00 AM,02/26/2025 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001146,Bus stop at Bluebonnet Station (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,10/13/2024 12:00:00 AM,10/13/2024 12:00:00 AM,10/13/2024 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001147,Riders have nowhere to sit at Bluebonnet Station (SB),Transportation,Phone,Open,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001148,No benches at Bluebonnet Station (SB) bus stop,Transportation,Phone,Open,12/06/2025 12:00:00 AM,12/06/2025 12:00:00 AM,12/06/2025 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001149,Safety concerns at Bluebonnet Station (SB) bus stop after dark,Transportation,Phone,Open,02/27/2026 12:00:00 AM,02/27/2026 12:00:00 AM,02/27/2026 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001150,Missing seating at Bluebonnet Station (SB) transit stop,Transportation,Phone,Closed,01/27/2026 12:00:00 AM,01/27/2026 12:00:00 AM,01/27/2026 12:00:00 AM,01/27/2026 12:00:00 AM,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001151,No benches at Bluebonnet Station (SB) bus stop,Transportation,Phone,Open,12/31/2024 12:00:00 AM,12/31/2024 12:00:00 AM,12/31/2024 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001152,No benches at Bluebonnet Station (SB) bus stop,Transportation,Phone,Closed,01/22/2024 12:00:00 AM,01/22/2024 12:00:00 AM,01/22/2024 12:00:00 AM,01/22/2024 12:00:00 AM,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001153,Missing seating at Bluebonnet Station (SB) transit stop,Transportation,Phone,Open,06/07/2025 12:00:00 AM,06/07/2025 12:00:00 AM,06/07/2025 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001154,No benches at Bluebonnet Station (SB) bus stop,Transportation,Phone,Open,05/11/2025 12:00:00 AM,05/11/2025 12:00:00 AM,05/11/2025 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001155,Request shelter installation at Bluebonnet Station (SB),Transportation,Phone,Open,11/15/2023 12:00:00 AM,11/15/2023 12:00:00 AM,11/15/2023 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001156,Riders getting wet at Bluebonnet Station (SB) during rain,Transportation,Phone,Open,01/28/2023 12:00:00 AM,01/28/2023 12:00:00 AM,01/28/2023 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001157,Request shelter installation at Bluebonnet Station (SB),Transportation,Phone,Closed,04/23/2024 12:00:00 AM,04/23/2024 12:00:00 AM,04/23/2024 12:00:00 AM,04/23/2024 12:00:00 AM,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001158,No weather protection at Bluebonnet Station (SB) transit stop,Transportation,Phone,Open,08/04/2023 12:00:00 AM,08/04/2023 12:00:00 AM,08/04/2023 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001159,Request safety improvements at Bluebonnet Station (SB) stop,Transportation,Phone,Open,11/07/2024 12:00:00 AM,11/07/2024 12:00:00 AM,11/07/2024 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001160,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Transportation,Phone,Open,03/09/2024 12:00:00 AM,03/09/2024 12:00:00 AM,03/09/2024 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001161,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Transportation,Phone,Open,03/10/2025 12:00:00 AM,03/10/2025 12:00:00 AM,03/10/2025 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001162,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Transportation,Phone,Closed,01/01/2025 12:00:00 AM,01/01/2025 12:00:00 AM,01/01/2025 12:00:00 AM,01/01/2025 12:00:00 AM,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001163,No weather protection at Bluebonnet Station (SB) transit stop,Transportation,Phone,Open,08/08/2025 12:00:00 AM,08/08/2025 12:00:00 AM,08/08/2025 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001164,No benches at Bluebonnet Station (SB) bus stop,Transportation,Phone,Open,11/23/2025 12:00:00 AM,11/23/2025 12:00:00 AM,11/23/2025 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001165,Bus stop at Bluebonnet Station (SB) missing shelter - riders exposed to weather,Transportation,Phone,Open,08/01/2023 12:00:00 AM,08/01/2023 12:00:00 AM,08/01/2023 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001166,Transit stop Bluebonnet Station (SB) needs weather shelter,Transportation,Phone,Open,01/20/2026 12:00:00 AM,01/20/2026 12:00:00 AM,01/20/2026 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001167,Transit stop Bluebonnet Station (SB) needs better lighting,Transportation,Phone,Open,02/02/2025 12:00:00 AM,02/02/2025 12:00:00 AM,02/02/2025 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001168,Bus stop Bluebonnet Station (SB) exposed to extreme heat/sun,Transportation,Phone,Open,09/14/2023 12:00:00 AM,09/14/2023 12:00:00 AM,09/14/2023 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001169,Transit stop Bluebonnet Station (SB) needs better lighting,Transportation,Phone,Open,08/12/2025 12:00:00 AM,08/12/2025 12:00:00 AM,08/12/2025 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001170,Request shelter installation at Bluebonnet Station (SB),Transportation,Phone,Open,07/22/2025 12:00:00 AM,07/22/2025 12:00:00 AM,07/22/2025 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001171,Request bench installation at Bluebonnet Station (SB),Transportation,Phone,Closed,06/17/2025 12:00:00 AM,06/17/2025 12:00:00 AM,06/17/2025 12:00:00 AM,06/17/2025 12:00:00 AM,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001172,Safety concerns at Bluebonnet Station (SB) bus stop after dark,Transportation,Phone,Open,08/21/2025 12:00:00 AM,08/21/2025 12:00:00 AM,08/21/2025 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001173,Bus stop Bluebonnet Station (SB) exposed to extreme heat/sun,Transportation,Phone,Open,01/08/2024 12:00:00 AM,01/08/2024 12:00:00 AM,01/08/2024 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001174,Riders have nowhere to sit at Bluebonnet Station (SB),Transportation,Phone,Closed,02/23/2026 12:00:00 AM,02/23/2026 12:00:00 AM,02/23/2026 12:00:00 AM,02/23/2026 12:00:00 AM,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001175,Bus stop at Bluebonnet Station (SB) missing shelter - riders exposed to weather,Transportation,Phone,Closed,05/03/2023 12:00:00 AM,05/03/2023 12:00:00 AM,05/03/2023 12:00:00 AM,05/03/2023 12:00:00 AM,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001176,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Transportation,Phone,Open,05/26/2025 12:00:00 AM,05/26/2025 12:00:00 AM,05/26/2025 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001177,Riders getting wet at Bluebonnet Station (SB) during rain,Transportation,Phone,Open,08/26/2023 12:00:00 AM,08/26/2023 12:00:00 AM,08/26/2023 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001178,No benches at Bluebonnet Station (SB) bus stop,Transportation,Phone,Closed,03/06/2026 12:00:00 AM,03/06/2026 12:00:00 AM,03/06/2026 12:00:00 AM,03/06/2026 12:00:00 AM,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001179,Missing seating at Bluebonnet Station (SB) transit stop,Transportation,Phone,Open,10/14/2024 12:00:00 AM,10/14/2024 12:00:00 AM,10/14/2024 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001180,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Transportation,Phone,Open,02/05/2024 12:00:00 AM,02/05/2024 12:00:00 AM,02/05/2024 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
SR23001181,Request shelter installation at Bluebonnet Station (SB),Transportation,Phone,Open,03/11/2023 12:00:00 AM,03/11/2023 12:00:00 AM,03/11/2023 12:00:00 AM,,"Bluebonnet (SB), AUSTIN, TX",,Bluebonnet (SB),AUSTIN,78701,TRAVIS,,,,,,,,
