Rank,Stop Name,Total Calls,SR Number,Complaint Description,Category,Responsible Party,Year,Status,Created Date
11,Northcross Station (SB),78,SR23001074,Transit stop Northcross Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2023,Closed,10/20/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001075,Request shelter installation at Northcross Station (SB),Missing Shelter,CapMetro,2023,Open,07/27/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001076,No shelter at Northcross Station (SB) transit stop,Missing Shelter,CapMetro,2023,Open,07/10/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001077,Transit stop Northcross Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,12/09/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001078,Transit stop Northcross Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,09/12/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001079,No weather protection at Northcross Station (SB) transit stop,Missing Shelter,CapMetro,2023,Open,08/20/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001080,Riders getting wet at Northcross Station (SB) during rain,Weather Exposure,CapMetro,2024,Open,03/16/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001081,No shelter at Northcross Station (SB) transit stop,Missing Shelter,CapMetro,2023,Open,02/22/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001082,Missing seating at Northcross Station (SB) transit stop,Missing Benches,CapMetro,2024,Open,08/12/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001083,Feeling unsafe waiting at Northcross Station (SB),Safety Concerns,City of Austin / CapMetro,2026,Open,03/29/2026 12:00:00 AM
11,Northcross Station (SB),78,SR23001084,Bus stop Northcross Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Open,02/06/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001085,Missing seating at Northcross Station (SB) transit stop,Missing Benches,CapMetro,2023,Closed,08/26/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001086,Bus stop Northcross Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Open,07/06/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001087,Request shelter installation at Northcross Station (SB),Missing Shelter,CapMetro,2024,Closed,10/14/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001088,Transit stop Northcross Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Closed,06/09/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001089,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,05/17/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001090,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,05/23/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001091,Safety concerns at Northcross Station (SB) bus stop after dark,Safety (Lighting),City of Austin,2025,Open,04/28/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001092,Feeling unsafe waiting at Northcross Station (SB),Safety Concerns,City of Austin / CapMetro,2024,Closed,02/01/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001093,Bus stop Northcross Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Open,03/02/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001094,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Open,01/06/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001095,Riders getting wet at Northcross Station (SB) during rain,Weather Exposure,CapMetro,2025,Open,12/04/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001096,Request bench installation at Northcross Station (SB),Missing Benches,CapMetro,2023,Open,05/23/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001097,Riders have nowhere to sit at Northcross Station (SB),Other,TBD,2023,Open,12/31/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001098,Riders getting wet at Northcross Station (SB) during rain,Weather Exposure,CapMetro,2025,Closed,08/18/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001099,Riders have nowhere to sit at Northcross Station (SB),Other,TBD,2025,Open,07/18/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001100,Bus stop Northcross Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2023,Open,11/26/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001101,No weather protection at Northcross Station (SB) transit stop,Missing Shelter,CapMetro,2025,Open,09/29/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001102,Missing seating at Northcross Station (SB) transit stop,Missing Benches,CapMetro,2023,Closed,11/04/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001103,Safety concerns at Northcross Station (SB) bus stop after dark,Safety (Lighting),City of Austin,2024,Open,02/02/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001104,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Closed,12/09/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001105,No shelter at Northcross Station (SB) transit stop,Missing Shelter,CapMetro,2025,Open,06/30/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001106,Safety concerns at Northcross Station (SB) bus stop after dark,Safety (Lighting),City of Austin,2025,Open,11/11/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001107,Missing seating at Northcross Station (SB) transit stop,Missing Benches,CapMetro,2023,Open,09/06/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001108,No shelter at Northcross Station (SB) transit stop,Missing Shelter,CapMetro,2025,Open,01/08/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001109,Request shelter installation at Northcross Station (SB),Missing Shelter,CapMetro,2026,Open,02/23/2026 12:00:00 AM
11,Northcross Station (SB),78,SR23001110,Riders have nowhere to sit at Northcross Station (SB),Other,TBD,2025,Closed,07/31/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001111,Riders getting wet at Northcross Station (SB) during rain,Weather Exposure,CapMetro,2024,Open,11/26/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001112,Request shelter installation at Northcross Station (SB),Missing Shelter,CapMetro,2024,Open,04/02/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001113,Riders have nowhere to sit at Northcross Station (SB),Other,TBD,2026,Closed,02/23/2026 12:00:00 AM
11,Northcross Station (SB),78,SR23001114,Riders have nowhere to sit at Northcross Station (SB),Other,TBD,2025,Open,04/30/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001115,Request shelter installation at Northcross Station (SB),Missing Shelter,CapMetro,2023,Open,11/25/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001116,Transit stop Northcross Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,12/14/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001117,Request shelter installation at Northcross Station (SB),Missing Shelter,CapMetro,2025,Open,09/07/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001118,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,02/22/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001119,Riders getting wet at Northcross Station (SB) during rain,Weather Exposure,CapMetro,2024,Open,09/12/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001120,Transit stop Northcross Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2024,Closed,08/05/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001121,Transit stop Northcross Station (SB) needs better lighting,Safety (Lighting),City of Austin,2025,Open,08/25/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001122,Missing seating at Northcross Station (SB) transit stop,Missing Benches,CapMetro,2023,Open,10/05/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001123,Transit stop Northcross Station (SB) needs weather shelter,Missing Shelter,CapMetro,2023,Closed,06/22/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001124,Missing seating at Northcross Station (SB) transit stop,Missing Benches,CapMetro,2023,Open,01/17/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001125,Missing seating at Northcross Station (SB) transit stop,Missing Benches,CapMetro,2025,Closed,06/26/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001126,No weather protection at Northcross Station (SB) transit stop,Missing Shelter,CapMetro,2023,Open,05/22/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001127,No shelter at Northcross Station (SB) transit stop,Missing Shelter,CapMetro,2024,Closed,12/25/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001128,No weather protection at Northcross Station (SB) transit stop,Missing Shelter,CapMetro,2024,Open,10/31/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001129,No benches at Northcross Station (SB) bus stop,Missing Benches,CapMetro,2025,Open,04/23/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001130,No benches at Northcross Station (SB) bus stop,Missing Benches,CapMetro,2025,Open,04/28/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001131,Missing seating at Northcross Station (SB) transit stop,Missing Benches,CapMetro,2023,Open,12/30/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001132,Riders have nowhere to sit at Northcross Station (SB),Other,TBD,2025,Open,04/13/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001133,No shelter at Northcross Station (SB) transit stop,Missing Shelter,CapMetro,2025,Open,07/21/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001134,Transit stop Northcross Station (SB) needs weather shelter,Missing Shelter,CapMetro,2025,Open,10/07/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001135,Missing seating at Northcross Station (SB) transit stop,Missing Benches,CapMetro,2025,Open,01/01/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001136,Transit stop Northcross Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,12/15/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001137,Missing seating at Northcross Station (SB) transit stop,Missing Benches,CapMetro,2025,Closed,07/15/2025 12:00:00 AM
11,Northcross Station (SB),78,SR23001138,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,08/26/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001139,Request bench installation at Northcross Station (SB),Missing Benches,CapMetro,2023,Open,05/28/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001140,Transit stop Northcross Station (SB) needs weather shelter,Missing Shelter,CapMetro,2024,Open,09/02/2024 12:00:00 AM
11,Northcross Station (SB),78,SR23001141,No shelter at Northcross Station (SB) transit stop,Missing Shelter,CapMetro,2023,Open,02/11/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001142,Transit stop Northcross Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2026,Closed,03/18/2026 12:00:00 AM
11,Northcross Station (SB),78,SR23001143,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,12/13/2023 12:00:00 AM
11,Northcross Station (SB),78,SR23001144,No shelter at Northcross Station (SB) transit stop,Missing Shelter,CapMetro,2024,Open,01/22/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001145,No benches at Bluebonnet Station (SB) bus stop,Missing Benches,CapMetro,2025,Open,02/26/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001146,Bus stop at Bluebonnet Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,10/13/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001147,Riders have nowhere to sit at Bluebonnet Station (SB),Other,TBD,2024,Open,10/05/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001148,No benches at Bluebonnet Station (SB) bus stop,Missing Benches,CapMetro,2025,Open,12/06/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001149,Safety concerns at Bluebonnet Station (SB) bus stop after dark,Safety (Lighting),City of Austin,2026,Open,02/27/2026 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001150,Missing seating at Bluebonnet Station (SB) transit stop,Missing Benches,CapMetro,2026,Closed,01/27/2026 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001151,No benches at Bluebonnet Station (SB) bus stop,Missing Benches,CapMetro,2024,Open,12/31/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001152,No benches at Bluebonnet Station (SB) bus stop,Missing Benches,CapMetro,2024,Closed,01/22/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001153,Missing seating at Bluebonnet Station (SB) transit stop,Missing Benches,CapMetro,2025,Open,06/07/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001154,No benches at Bluebonnet Station (SB) bus stop,Missing Benches,CapMetro,2025,Open,05/11/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001155,Request shelter installation at Bluebonnet Station (SB),Missing Shelter,CapMetro,2023,Open,11/15/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001156,Riders getting wet at Bluebonnet Station (SB) during rain,Weather Exposure,CapMetro,2023,Open,01/28/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001157,Request shelter installation at Bluebonnet Station (SB),Missing Shelter,CapMetro,2024,Closed,04/23/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001158,No weather protection at Bluebonnet Station (SB) transit stop,Missing Shelter,CapMetro,2023,Open,08/04/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001159,Request safety improvements at Bluebonnet Station (SB) stop,Safety Concerns,City of Austin / CapMetro,2024,Open,11/07/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001160,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,03/09/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001161,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,03/10/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001162,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Closed,01/01/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001163,No weather protection at Bluebonnet Station (SB) transit stop,Missing Shelter,CapMetro,2025,Open,08/08/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001164,No benches at Bluebonnet Station (SB) bus stop,Missing Benches,CapMetro,2025,Open,11/23/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001165,Bus stop at Bluebonnet Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,08/01/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001166,Transit stop Bluebonnet Station (SB) needs weather shelter,Missing Shelter,CapMetro,2026,Open,01/20/2026 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001167,Transit stop Bluebonnet Station (SB) needs better lighting,Safety (Lighting),City of Austin,2025,Open,02/02/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001168,Bus stop Bluebonnet Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2023,Open,09/14/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001169,Transit stop Bluebonnet Station (SB) needs better lighting,Safety (Lighting),City of Austin,2025,Open,08/12/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001170,Request shelter installation at Bluebonnet Station (SB),Missing Shelter,CapMetro,2025,Open,07/22/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001171,Request bench installation at Bluebonnet Station (SB),Missing Benches,CapMetro,2025,Closed,06/17/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001172,Safety concerns at Bluebonnet Station (SB) bus stop after dark,Safety (Lighting),City of Austin,2025,Open,08/21/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001173,Bus stop Bluebonnet Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Open,01/08/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001174,Riders have nowhere to sit at Bluebonnet Station (SB),Other,TBD,2026,Closed,02/23/2026 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001175,Bus stop at Bluebonnet Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Closed,05/03/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001176,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,05/26/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001177,Riders getting wet at Bluebonnet Station (SB) during rain,Weather Exposure,CapMetro,2023,Open,08/26/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001178,No benches at Bluebonnet Station (SB) bus stop,Missing Benches,CapMetro,2026,Closed,03/06/2026 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001179,Missing seating at Bluebonnet Station (SB) transit stop,Missing Benches,CapMetro,2024,Open,10/14/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001180,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,02/05/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001181,Request shelter installation at Bluebonnet Station (SB),Missing Shelter,CapMetro,2023,Open,03/11/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001182,No benches at Bluebonnet Station (SB) bus stop,Missing Benches,CapMetro,2026,Closed,02/01/2026 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001183,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2026,Open,01/03/2026 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001184,Request shelter installation at Bluebonnet Station (SB),Missing Shelter,CapMetro,2025,Closed,12/29/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001185,No benches at Bluebonnet Station (SB) bus stop,Missing Benches,CapMetro,2024,Open,03/19/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001186,Request shelter installation at Bluebonnet Station (SB),Missing Shelter,CapMetro,2025,Open,07/18/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001187,Transit stop Bluebonnet Station (SB) needs better lighting,Safety (Lighting),City of Austin,2024,Closed,03/25/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001188,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,12/06/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001189,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2023,Closed,06/07/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001190,Riders getting wet at Bluebonnet Station (SB) during rain,Weather Exposure,CapMetro,2025,Open,02/24/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001191,Bus stop Bluebonnet Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Closed,05/23/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001192,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2026,Open,01/14/2026 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001193,Transit stop Bluebonnet Station (SB) needs weather shelter,Missing Shelter,CapMetro,2025,Closed,06/18/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001194,Request bench installation at Bluebonnet Station (SB),Missing Benches,CapMetro,2025,Open,07/04/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001195,No weather protection at Bluebonnet Station (SB) transit stop,Missing Shelter,CapMetro,2025,Closed,10/16/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001196,Request bench installation at Bluebonnet Station (SB),Missing Benches,CapMetro,2023,Open,07/14/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001197,Transit stop Bluebonnet Station (SB) needs better lighting,Safety (Lighting),City of Austin,2024,Open,07/09/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001198,No weather protection at Bluebonnet Station (SB) transit stop,Missing Shelter,CapMetro,2026,Open,02/09/2026 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001199,No shelter at Bluebonnet Station (SB) transit stop,Missing Shelter,CapMetro,2026,Open,03/28/2026 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001200,Bus stop at Bluebonnet Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,06/05/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001201,Missing seating at Bluebonnet Station (SB) transit stop,Missing Benches,CapMetro,2025,Closed,11/17/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001202,No shelter at Bluebonnet Station (SB) transit stop,Missing Shelter,CapMetro,2024,Closed,01/10/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001203,No benches at Bluebonnet Station (SB) bus stop,Missing Benches,CapMetro,2026,Open,02/25/2026 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001204,Riders have nowhere to sit at Bluebonnet Station (SB),Other,TBD,2023,Open,07/07/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001205,Request bench installation at Bluebonnet Station (SB),Missing Benches,CapMetro,2025,Closed,01/21/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001206,Request shelter installation at Bluebonnet Station (SB),Missing Shelter,CapMetro,2023,Open,05/04/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001207,No shelter at Bluebonnet Station (SB) transit stop,Missing Shelter,CapMetro,2025,Open,05/20/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001208,Transit stop Bluebonnet Station (SB) needs better lighting,Safety (Lighting),City of Austin,2024,Open,09/27/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001209,Riders getting wet at Bluebonnet Station (SB) during rain,Weather Exposure,CapMetro,2024,Open,03/07/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001210,Transit stop Bluebonnet Station (SB) needs weather shelter,Missing Shelter,CapMetro,2023,Open,02/16/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001211,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,06/08/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001212,Request bench installation at Bluebonnet Station (SB),Missing Benches,CapMetro,2025,Closed,09/04/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001213,Transit stop Bluebonnet Station (SB) needs better lighting,Safety (Lighting),City of Austin,2024,Closed,09/04/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001214,Riders have nowhere to sit at Bluebonnet Station (SB),Other,TBD,2025,Closed,07/29/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001215,Bus stop at Bluebonnet Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Closed,07/15/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001216,No shelter at Bluebonnet Station (SB) transit stop,Missing Shelter,CapMetro,2025,Open,03/17/2025 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001217,Feeling unsafe waiting at Bluebonnet Station (SB),Safety Concerns,City of Austin / CapMetro,2023,Open,04/23/2023 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001218,Riders getting wet at Bluebonnet Station (SB) during rain,Weather Exposure,CapMetro,2024,Closed,03/17/2024 12:00:00 AM
12,Bluebonnet Station (SB),75,SR23001219,Bus stop Bluebonnet Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Open,08/09/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001220,Riders have nowhere to sit at West 38th Station (SB),Other,TBD,2025,Open,02/16/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001221,Riders getting wet at West 38th Station (SB) during rain,Weather Exposure,CapMetro,2023,Open,03/31/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001222,Transit stop West 38th Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Closed,08/08/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001223,No shelter at West 38th Station (SB) transit stop,Missing Shelter,CapMetro,2024,Open,05/17/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001224,Request shelter installation at West 38th Station (SB),Missing Shelter,CapMetro,2024,Open,12/27/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001225,No shelter at West 38th Station (SB) transit stop,Missing Shelter,CapMetro,2024,Open,02/01/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001226,No shelter at West 38th Station (SB) transit stop,Missing Shelter,CapMetro,2023,Closed,09/01/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001227,Missing seating at West 38th Station (SB) transit stop,Missing Benches,CapMetro,2024,Open,09/27/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001228,Request shelter installation at West 38th Station (SB),Missing Shelter,CapMetro,2025,Closed,04/13/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001229,No benches at West 38th Station (SB) bus stop,Missing Benches,CapMetro,2023,Closed,07/13/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001230,No shelter at West 38th Station (SB) transit stop,Missing Shelter,CapMetro,2025,Open,10/30/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001231,Transit stop West 38th Station (SB) needs better lighting,Safety (Lighting),City of Austin,2025,Closed,06/04/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001232,Request shelter installation at West 38th Station (SB),Missing Shelter,CapMetro,2023,Closed,04/09/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001233,Riders have nowhere to sit at West 38th Station (SB),Other,TBD,2025,Open,05/01/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001234,Request bench installation at West 38th Station (SB),Missing Benches,CapMetro,2024,Closed,06/22/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001235,Bus stop West 38th Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2026,Open,02/25/2026 12:00:00 AM
13,West 38th Station (SB),72,SR23001236,Transit stop West 38th Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,09/27/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001237,Request shelter installation at West 38th Station (SB),Missing Shelter,CapMetro,2024,Open,11/05/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001238,Request shelter installation at West 38th Station (SB),Missing Shelter,CapMetro,2024,Open,02/22/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001239,Bus stop at West 38th Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,10/17/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001240,Request bench installation at West 38th Station (SB),Missing Benches,CapMetro,2024,Open,11/20/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001241,Request shelter installation at West 38th Station (SB),Missing Shelter,CapMetro,2023,Open,03/12/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001242,Missing seating at West 38th Station (SB) transit stop,Missing Benches,CapMetro,2025,Open,09/28/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001243,Transit stop West 38th Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,03/13/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001244,Transit stop West 38th Station (SB) needs weather shelter,Missing Shelter,CapMetro,2025,Open,11/24/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001245,Riders getting wet at West 38th Station (SB) during rain,Weather Exposure,CapMetro,2023,Open,01/04/2023 12:00:00 AM
